Project Name,Broken Build ID,Commit,Build Conflict Type,Parent Build One,Parent One Status,Parent Build Two,Parent Two Status
FasterXML/jackson-databind,565747299,9463f55,unimplementedMethodSuperType,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unimplementedMethodSuperType,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unimplementedMethodSuperType,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unimplementedMethodSuperType,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unimplementedMethodSuperType,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unimplementedMethodSuperType,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unimplementedMethodSuperType,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unimplementedMethodSuperType,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unimplementedMethodSuperType,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unimplementedMethodSuperType,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unimplementedMethod,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unimplementedMethod,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unimplementedMethod,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolVariable,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolMethod,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolMethod,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolMethod,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolMethod,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,565747299,9463f55,unavailableSymbolFile,383925480,passed,383934409,passed
FasterXML/jackson-databind,243309781,b1087a6,unavailableSymbolFile,214119107,passed,214497429,passed
FasterXML/jackson-databind,243309781,b1087a6,unavailableSymbolFile,214119107,passed,214497429,passed
FasterXML/jackson-databind,243309781,b1087a6,unavailableSymbolFile,214119107,passed,214497429,passed
FasterXML/jackson-databind,243309781,b1087a6,unavailableSymbolFile,214119107,passed,214497429,passed
FasterXML/jackson-databind,243309781,b1087a6,unavailableSymbolFile,214119107,passed,214497429,passed
FasterXML/jackson-databind,243309781,b1087a6,unavailableSymbolFile,214119107,passed,214497429,passed
FasterXML/jackson-databind,243309781,b1087a6,unavailableSymbolFile,214119107,passed,214497429,passed
FasterXML/jackson-databind,243309781,b1087a6,unavailableSymbolFile,214119107,passed,214497429,passed
FasterXML/jackson-databind,243309781,b1087a6,unavailableSymbolFile,214119107,passed,214497429,passed
FasterXML/jackson-databind,243309781,b1087a6,unavailableSymbolFile,214119107,passed,214497429,passed
FasterXML/jackson-databind,243309781,b1087a6,unavailableSymbolFile,214119107,passed,214497429,passed
FasterXML/jackson-databind,243309781,b1087a6,unavailableSymbolFile,214119107,passed,214497429,passed
FasterXML/jackson-databind,243309781,b1087a6,unavailableSymbolVariable,214119107,passed,214497429,passed
FasterXML/jackson-databind,243309781,b1087a6,unavailableSymbolVariable,214119107,passed,214497429,passed
FasterXML/jackson-databind,243309781,b1087a6,unavailableSymbolVariable,214119107,passed,214497429,passed
FasterXML/jackson-databind,243309781,b1087a6,unavailableSymbolVariable,214119107,passed,214497429,passed
FasterXML/jackson-databind,243309781,b1087a6,unavailableSymbolFile,214119107,passed,214497429,passed
FasterXML/jackson-databind,243309781,b1087a6,unavailableSymbolFile,214119107,passed,214497429,passed
FasterXML/jackson-databind,243309781,b1087a6,unavailableSymbolFile,214119107,passed,214497429,passed
FasterXML/jackson-databind,243309781,b1087a6,unavailableSymbolVariable,214119107,passed,214497429,passed
FasterXML/jackson-databind,243309781,b1087a6,unavailableSymbolVariable,214119107,passed,214497429,passed
FasterXML/jackson-databind,242509582,48f6587,unavailableSymbolFile,214851840,passed,215034489,passed
FasterXML/jackson-databind,242509582,48f6587,unavailableSymbolFile,214851840,passed,215034489,passed
FasterXML/jackson-databind,242509582,48f6587,unavailableSymbolFile,214851840,passed,215034489,passed
FasterXML/jackson-databind,242509582,48f6587,unavailableSymbolFile,214851840,passed,215034489,passed
FasterXML/jackson-databind,242509582,48f6587,unavailableSymbolFile,214851840,passed,215034489,passed
FasterXML/jackson-databind,242509582,48f6587,unavailableSymbolFile,214851840,passed,215034489,passed
FasterXML/jackson-databind,242509582,48f6587,unavailableSymbolFile,214851840,passed,215034489,passed
FasterXML/jackson-databind,242509582,48f6587,unavailableSymbolFile,214851840,passed,215034489,passed
FasterXML/jackson-databind,242509582,48f6587,unavailableSymbolFile,214851840,passed,215034489,passed
FasterXML/jackson-databind,242509582,48f6587,unavailableSymbolFile,214851840,passed,215034489,passed
FasterXML/jackson-databind,242509582,48f6587,unavailableSymbolFile,214851840,passed,215034489,passed
FasterXML/jackson-databind,242509582,48f6587,unavailableSymbolFile,214851840,passed,215034489,passed
FasterXML/jackson-databind,242509582,48f6587,unavailableSymbolVariable,214851840,passed,215034489,passed
FasterXML/jackson-databind,242509582,48f6587,unavailableSymbolVariable,214851840,passed,215034489,passed
FasterXML/jackson-databind,242509582,48f6587,unavailableSymbolVariable,214851840,passed,215034489,passed
FasterXML/jackson-databind,242509582,48f6587,unavailableSymbolVariable,214851840,passed,215034489,passed
FasterXML/jackson-databind,242509582,48f6587,unavailableSymbolFile,214851840,passed,215034489,passed
FasterXML/jackson-databind,242509582,48f6587,unavailableSymbolFile,214851840,passed,215034489,passed
FasterXML/jackson-databind,242509582,48f6587,unavailableSymbolFile,214851840,passed,215034489,passed
FasterXML/jackson-databind,242509582,48f6587,unavailableSymbolVariable,214851840,passed,215034489,passed
FasterXML/jackson-databind,242509582,48f6587,unavailableSymbolVariable,214851840,passed,215034489,passed
sanity/quickml,53571613,62a2190,unavailableSymbolVariable,53552160,passed,53495563,passed
sanity/quickml,53078374,68fcb29,unimplementedMethodSuperType,51295424,passed,52786842,failed
sanity/quickml,53078374,68fcb29,unimplementedMethodSuperType,51295424,passed,52786842,failed
sanity/quickml,53078374,68fcb29,unimplementedMethodSuperType,51295424,passed,52786842,failed
sanity/quickml,53078374,68fcb29,unimplementedMethodSuperType,51295424,passed,52786842,failed
sanity/quickml,53078374,68fcb29,unimplementedMethodSuperType,51295424,passed,52786842,failed
sanity/quickml,53078374,68fcb29,unimplementedMethodSuperType,51295424,passed,52786842,failed
sanity/quickml,53078374,68fcb29,unimplementedMethodSuperType,51295424,passed,52786842,failed
sanity/quickml,53078374,68fcb29,unimplementedMethodSuperType,51295424,passed,52786842,failed
sanity/quickml,53078374,68fcb29,unimplementedMethodSuperType,51295424,passed,52786842,failed
sanity/quickml,53078374,68fcb29,unimplementedMethodSuperType,51295424,passed,52786842,failed
sanity/quickml,53078374,68fcb29,unimplementedMethod,51295424,passed,52786842,failed
sanity/quickml,53078374,68fcb29,unimplementedMethod,51295424,passed,52786842,failed
sanity/quickml,53078374,68fcb29,unimplementedMethod,51295424,passed,52786842,failed
sanity/quickml,53078374,68fcb29,unimplementedMethod,51295424,passed,52786842,failed
sanity/quickml,53078374,68fcb29,unimplementedMethod,51295424,passed,52786842,failed
sanity/quickml,53078374,68fcb29,unimplementedMethod,51295424,passed,52786842,failed
sanity/quickml,53078374,68fcb29,unimplementedMethod,51295424,passed,52786842,failed
sanity/quickml,53078374,68fcb29,unimplementedMethod,51295424,passed,52786842,failed
sanity/quickml,53078374,68fcb29,unimplementedMethod,51295424,passed,52786842,failed
sanity/quickml,53078374,68fcb29,unimplementedMethod,51295424,passed,52786842,failed
sanity/quickml,25549352,1456c25,duplicatedDeclaration,25544853,passed,25548698,passed
sanity/quickml,25549352,1456c25,duplicatedDeclaration,25544853,passed,25548698,passed
sanity/quickml,25549352,1456c25,unavailableSymbolVariable,25544853,passed,25548698,passed
sanity/quickml,25549352,1456c25,unavailableSymbolVariable,25544853,passed,25548698,passed
damnhandy/Handy-URI-Templates,294178999,94ff14b,unavailableSymbolMethod,3279767,passed,8985944,passed
CorfuDB/CorfuDB,147270257,d4f1845,incompatibleMethodSignature,146731270,passed,147268879,passed
CloudSlang/cloud-slang,158194754,84737b2,unimplementedMethodSuperType,157904090,passed,157651571,passed
CloudSlang/cloud-slang,158194754,84737b2,unimplementedMethod,157904090,passed,157651571,passed
CloudSlang/cloud-slang,108796563,4e36976,unavailableSymbolVariable,108795960,passed,108776026,passed
CloudSlang/cloud-slang,108796563,4e36976,unavailableSymbolVariable,108795960,passed,108776026,passed
CloudSlang/cloud-slang,75952745,7af1400,unavailableSymbolVariable,75948732,passed,75923848,passed
CloudSlang/cloud-slang,75952745,7af1400,unavailableSymbolVariable,75948732,passed,75923848,passed
CloudSlang/cloud-slang,75952745,7af1400,unavailableSymbolVariable,75948732,passed,75923848,passed
CloudSlang/cloud-slang,75952745,7af1400,unavailableSymbolVariable,75948732,passed,75923848,passed
CloudSlang/cloud-slang,52126301,1a9a610,unavailableSymbolMethod,51075657,passed,52270370,passed
CloudSlang/cloud-slang,415090933,0cb5875,duplicatedDeclaration,156520878,passed,156459537,passed
CloudSlang/cloud-slang,415082137,cc2564e,unavailableSymbolMethod,163090741,passed,164929335,passed
CloudSlang/cloud-slang,415075671,6ebaa15,malformedExpression,166778723,passed,166890025,passed
DSpace/DSpace,263379307,049eb50,incompatibleType,418540166,failed,418541042,failed
FasterXML/jackson-core,449621006,43df3ad,unavailableSymbolVariable,448654320,passed,449620366,passed
b3log/solo,260314193,bc6fa3b,unavailableSymbolFile,260315206,passed,134652682,passed
b3log/solo,260314193,bc6fa3b,unavailableSymbolFile,260315206,passed,134652682,passed
b3log/solo,260314193,bc6fa3b,unavailableSymbolVariable,260315206,passed,134652682,passed
b3log/solo,260314193,bc6fa3b,unavailableSymbolFile,260315206,passed,134652682,passed
b3log/solo,260314193,bc6fa3b,unavailableSymbolFile,260315206,passed,134652682,passed
b3log/solo,260314193,bc6fa3b,unavailableSymbolVariable,260315206,passed,134652682,passed
code4craft/webmagic,237768118,fe95a68,unavailableSymbolMethod,216587617,passed,237243090,passed
datastax/java-driver,100402057,c284142,unimplementedMethodSuperType,100359289,passed,100316921,passed
datastax/java-driver,100402057,c284142,unimplementedMethod,100359289,passed,100316921,passed
datastax/java-driver,264197134,f19c84b,malformedExpression,66828290,passed,67548498,passed
datastax/java-driver,262590772,2ed25e7,malformedExpression,66828086,passed,67551312,passed
datastax/java-driver,262588129,9bedc0d,malformedExpression,94448188,passed,95393602,passed
datastax/java-driver,261827428,7386ca6,malformedExpression,66039328,passed,66375528,passed
datastax/java-driver,261826973,aa9d916,malformedExpression,66851336,passed,67551575,passed
datastax/java-driver,261826640,72522c2,malformedExpression,68517283,passed,68544192,passed
datastax/java-driver,261824238,e570a72,malformedExpression,95643827,passed,95849340,passed
datastax/java-driver,261075895,d29da31,malformedExpression,61504578,passed,61743199,passed
datastax/java-driver,261075340,8e4f23b,malformedExpression,66038248,passed,66380170,passed
datastax/java-driver,261073520,b14cd9b,malformedExpression,68544200,passed,68546467,passed
datastax/java-driver,261072842,fc94ea7,malformedExpression,80879915,passed,80895179,passed
datastax/java-driver,261072181,830c3e5,malformedExpression,90114055,passed,90354703,passed
datastax/java-driver,261069264,b66be85,malformedExpression,95528461,passed,95854619,passed
